Model,Variable,Unit,Internal_variable
GCAM 7.0,Energy Service|Transportation|Freight|Railways,billion tkm/yr,energy_service_transportation_clean
GCAM 7.0,Energy Service|Transportation|Freight|Navigation,billion vkm/yr,energy_service_transportation_clean
GCAM 7.0,Energy Service|Transportation|Passenger,billion pkm/yr,energy_service_transportation_clean
GCAM 7.0,Energy Service|Transportation|Passenger|Aviation,billion pkm/yr,energy_service_transportation_clean
GCAM 7.0,Energy Service|Transportation|Passenger|Bicycling and Walking,billion pkm/yr,energy_service_transportation_clean
GCAM 7.0,Energy Service|Transportation|Passenger|Road|Bus,billion pkm/yr,
GCAM 7.0,Energy Service|Transportation|Passenger|Road|LDV,billion pkm/yr,energy_service_transportation_clean
GCAM 7.0,Energy Service|Transportation|Passenger|Railways,billion vkm/yr,energy_service_transportation_clean
GCAM 7.0,Energy Service|Transportation|Passenger|Road,billion vkm/yr,energy_service_transportation_clean
GCAM 7.0,Expenditure|Energy|Fossil,billion US$2010/Yr,
GCAM 7.0,Fertilizer Use|Nitrogen,Tg N/yr,
GCAM 7.0,Fertilizer Use|Phosphorus,Tg P/yr,
GCAM 7.0,Final Energy,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Electricity,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Gases,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Geothermal,EJ/yr,
GCAM 7.0,Final Energy|Heat,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Hydrogen,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Cement,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Cement|Electricity,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Cement|Gases,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Cement|Gases|Bioenergy,EJ/yr,
GCAM 7.0,Final Energy|Industry|Cement|Gases|Fossil,EJ/yr,
GCAM 7.0,Final Energy|Industry|Cement|Gases|Hydrogen synfuel,EJ/yr,
GCAM 7.0,Final Energy|Industry|Cement|Heat,EJ/yr,
GCAM 7.0,Final Energy|Industry|Cement|Hydrogen,EJ/yr,
GCAM 7.0,Final Energy|Industry|Cement|Liquids,EJ/yr,
GCAM 7.0,Final Energy|Industry|Cement|Liquids|Bioenergy,EJ/yr,
GCAM 7.0,Final Energy|Industry|Cement|Liquids|Fossil,EJ/yr,
GCAM 7.0,Final Energy|Industry|Cement|Liquids|Hydrogen synfuel,EJ/yr,
GCAM 7.0,Final Energy|Industry|Cement|Other,EJ/yr,
GCAM 7.0,Final Energy|Industry|Cement|Solids,EJ/yr,
GCAM 7.0,Final Energy|Industry|Cement|Solids|Bioenergy,EJ/yr,
GCAM 7.0,Final Energy|Industry|Cement|Solids|Fossil,EJ/yr,
GCAM 7.0,Final Energy|Industry|Chemicals,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Chemicals|Ammonia,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Chemicals|Ammonia|Electricity,EJ/yr,
GCAM 7.0,Final Energy|Industry|Chemicals|Ammonia|Gases,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Chemicals|Ammonia|Gases|Bioenergy,EJ/yr,
GCAM 7.0,Final Energy|Industry|Chemicals|Ammonia|Gases|Fossil,EJ/yr,
GCAM 7.0,Final Energy|Industry|Chemicals|Ammonia|Gases|Hydrogen synfuel,EJ/yr,
GCAM 7.0,Final Energy|Industry|Chemicals|Ammonia|Heat,EJ/yr,
GCAM 7.0,Final Energy|Industry|Chemicals|Ammonia|Hydrogen,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Chemicals|Ammonia|Liquids,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Chemicals|Ammonia|Liquids|Bioenergy,EJ/yr,
GCAM 7.0,Final Energy|Industry|Chemicals|Ammonia|Liquids|Fossil,EJ/yr,
GCAM 7.0,Final Energy|Industry|Chemicals|Ammonia|Liquids|Hydrogen synfuel,EJ/yr,
GCAM 7.0,Final Energy|Industry|Chemicals|Ammonia|Other,EJ/yr,
GCAM 7.0,Final Energy|Industry|Chemicals|Ammonia|Solids,EJ/yr,
GCAM 7.0,Final Energy|Industry|Chemicals|Ammonia|Solids|Bioenergy,EJ/yr,
GCAM 7.0,Final Energy|Industry|Chemicals|Ammonia|Solids|Fossil,EJ/yr,
GCAM 7.0,Final Energy|Industry|Chemicals|Electricity,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Chemicals|Gases,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Chemicals|Gases|Bioenergy,EJ/yr,
GCAM 7.0,Final Energy|Industry|Chemicals|Gases|Fossil,EJ/yr,
GCAM 7.0,Final Energy|Industry|Chemicals|Gases|Hydrogen synfuel,EJ/yr,
GCAM 7.0,Final Energy|Industry|Chemicals|Heat,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Chemicals|High value chemicals,EJ/yr,
GCAM 7.0,Final Energy|Industry|Chemicals|High value chemicals|Electricity,EJ/yr,
GCAM 7.0,Final Energy|Industry|Chemicals|High value chemicals|Gases,EJ/yr,
GCAM 7.0,Final Energy|Industry|Chemicals|High value chemicals|Gases|Bioenergy,EJ/yr,
GCAM 7.0,Final Energy|Industry|Chemicals|High value chemicals|Gases|Fossil,EJ/yr,
GCAM 7.0,Final Energy|Industry|Chemicals|High value chemicals|Gases|Hydrogen synfuel,EJ/yr,
GCAM 7.0,Final Energy|Industry|Chemicals|High value chemicals|Heat,EJ/yr,
GCAM 7.0,Final Energy|Industry|Chemicals|High value chemicals|Hydrogen,EJ/yr,
GCAM 7.0,Final Energy|Industry|Chemicals|High value chemicals|Liquids,EJ/yr,
GCAM 7.0,Final Energy|Industry|Chemicals|High value chemicals|Liquids|Bioenergy,EJ/yr,
GCAM 7.0,Final Energy|Industry|Chemicals|High value chemicals|Liquids|Fossil,EJ/yr,
GCAM 7.0,Final Energy|Industry|Chemicals|High value chemicals|Liquids|Hydrogen synfuel,EJ/yr,
GCAM 7.0,Final Energy|Industry|Chemicals|High value chemicals|Other,EJ/yr,
GCAM 7.0,Final Energy|Industry|Chemicals|High value chemicals|Solids,EJ/yr,
GCAM 7.0,Final Energy|Industry|Chemicals|High value chemicals|Solids|Bioenergy,EJ/yr,
GCAM 7.0,Final Energy|Industry|Chemicals|High value chemicals|Solids|Fossil,EJ/yr,
GCAM 7.0,Final Energy|Industry|Chemicals|Hydrogen,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Chemicals|Liquids,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Chemicals|Liquids|Bioenergy,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Chemicals|Liquids|Fossil,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Chemicals|Liquids|Hydrogen synfuel,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Chemicals|Methanol,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Chemicals|Methanol|Electricity,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Chemicals|Methanol|Gases,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Chemicals|Methanol|Gases|Bioenergy,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Chemicals|Methanol|Gases|Fossil,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Chemicals|Methanol|Gases|Hydrogen synfuel,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Chemicals|Methanol|Heat,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Chemicals|Methanol|Hydrogen,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Chemicals|Methanol|Liquids,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Chemicals|Methanol|Liquids|Bioenergy,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Chemicals|Methanol|Liquids|Fossil,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Chemicals|Methanol|Liquids|Hydrogen synfuel,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Chemicals|Methanol|Other,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Chemicals|Methanol|Solids,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Chemicals|Methanol|Solids|Bioenergy,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Chemicals|Methanol|Solids|Fossil,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Chemicals|Other,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Chemicals|Other|Electricity,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Chemicals|Other|Gases,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Chemicals|Other|Gases|Bioenergy,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Chemicals|Other|Gases|Fossil,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Chemicals|Other|Gases|Hydrogen synfuel,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Chemicals|Other|Heat,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Chemicals|Other|Hydrogen,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Chemicals|Other|Liquids,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Chemicals|Other|Liquids|Bioenergy,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Chemicals|Other|Liquids|Fossil,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Chemicals|Other|Liquids|Hydrogen synfuel,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Chemicals|Other|Other,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Chemicals|Other|Solids,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Chemicals|Other|Solids|Bioenergy,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Chemicals|Other|Solids|Fossil,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Chemicals|Solids,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Chemicals|Solids|Bioenergy,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Chemicals|Solids|Fossil,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Electricity,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Electricity|Share,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Gases,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Gases|,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Gases|Bioenergy,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Gases|Fossil,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Gases|Hydrogen synfuel,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Heat,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Hydrogen,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Liquids,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Liquids|,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Liquids|Bioenergy,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Liquids|Fossil,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Liquids|Hydrogen synfuel,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Liquids|Oil,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Non-ferrous metals,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Non-ferrous metals|Electricity,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Non-ferrous metals|Gases,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Non-ferrous metals|Gases|Bioenergy,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Non-ferrous metals|Gases|Fossil,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Non-ferrous metals|Gases|Hydrogen synfuel,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Non-ferrous metals|Heat,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Non-ferrous metals|Hydrogen,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Non-ferrous metals|Liquids,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Non-ferrous metals|Liquids|Bioenergy,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Non-ferrous metals|Liquids|Fossil,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Non-ferrous metals|Liquids|Hydrogen synfuel,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Non-ferrous metals|Other,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Non-ferrous metals|Solids,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Non-ferrous metals|Solids|Bioenergy,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Non-ferrous metals|Solids|Fossil,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Other,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Other|Electricity,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Other|Gases,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Other|Gases|Bioenergy,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Other|Gases|Fossil,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Other|Gases|Hydrogen synfuel,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Other|Heat,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Other|Hydrogen,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Other|Liquids,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Other|Liquids|Bioenergy,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Other|Liquids|Fossil,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Other|Liquids|Hydrogen synfuel,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Other|Other,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Other|Solids,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Other|Solids|Bioenergy,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Other|Solids|Fossil,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Plastics,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Plastics|Electricity,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Plastics|Gases,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Plastics|Gases|Bioenergy,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Plastics|Gases|Fossil,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Plastics|Gases|Hydrogen synfuel,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Plastics|Heat,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Plastics|Hydrogen,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Plastics|Liquids,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Plastics|Liquids|Bioenergy,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Plastics|Liquids|Fossil,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Plastics|Liquids|Hydrogen synfuel,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Plastics|Other,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Plastics|Solids,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Plastics|Solids|Bioenergy,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Plastics|Solids|Fossil,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Pulp and Paper,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Pulp and Paper|Electricity,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Pulp and Paper|Gases,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Pulp and Paper|Gases|Bioenergy,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Pulp and Paper|Gases|Fossil,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Pulp and Paper|Gases|Hydrogen synfuel,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Pulp and Paper|Heat,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Pulp and Paper|Hydrogen,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Pulp and Paper|Liquids,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Pulp and Paper|Liquids|Bioenergy,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Pulp and Paper|Liquids|Fossil,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Pulp and Paper|Liquids|Hydrogen synfuel,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Pulp and Paper|Other,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Pulp and Paper|Solids,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Pulp and Paper|Solids|Bioenergy,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Pulp and Paper|Solids|Fossil,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Solids,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Solids|Biomass,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Solids|Coal,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Steel,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Steel|Electricity,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Steel|Gases,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Steel|Gases|Bioenergy,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Steel|Gases|Fossil,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Steel|Gases|Hydrogen synfuel,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Steel|Heat,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Steel|Hydrogen,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Steel|Liquids,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Steel|Liquids|Bioenergy,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Steel|Liquids|Fossil,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Steel|Liquids|Hydrogen synfuel,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Steel|Other,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Steel|Solids,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Steel|Solids|Bioenergy,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Industry|Steel|Solids|Fossil,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Liquids,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Non-Energy Use,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Non-Energy Use|Biomass,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Non-Energy Use|Coal,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Non-Energy Use|Gas,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Non-Energy Use|Oil,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Other,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Other Sector,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Other Sector|Electricity,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Other Sector|Gases,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Other Sector|Heat,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Other Sector|Hydrogen,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Other Sector|Liquids,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Other Sector|Other,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Other Sector|Solids,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Other Sector|Solids|Biomass,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Other Sector|Solids|Biomass|Traditional,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Other Sector|Solids|Coal,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Residential and Commercial,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Residential and Commercial|Appliances,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Residential and Commercial|Commercial,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Residential and Commercial|Commercial|Appliances,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Residential and Commercial|Commercial|Cooling,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Residential and Commercial|Commercial|Electricity,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Residential and Commercial|Commercial|Gases,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Residential and Commercial|Commercial|Heat,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Residential and Commercial|Commercial|Heating,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Residential and Commercial|Commercial|Heating|Cooking,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Residential and Commercial|Commercial|Heating|Space,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Residential and Commercial|Commercial|Heating|Water,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Residential and Commercial|Commercial|Hydrogen,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Residential and Commercial|Commercial|Lighting,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Residential and Commercial|Commercial|Liquids,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Residential and Commercial|Commercial|Ofice equipment,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Residential and Commercial|Commercial|Other,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Residential and Commercial|Commercial|Solids,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Residential and Commercial|Commercial|Solids|Biomass,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Residential and Commercial|Commercial|Solids|Biomass|Traditional,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Residential and Commercial|Commercial|Solids|Coal,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Residential and Commercial|Commercial|Water|Desalination,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Residential and Commercial|Commercial|Water|Groundwater Extraction,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Residential and Commercial|Commercial|Water|Surface Water Extraction,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Residential and Commercial|Commercial|Water|Transfer,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Residential and Commercial|Cooling,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Residential and Commercial|Electricity,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Residential and Commercial|Gases,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Residential and Commercial|Heat,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Residential and Commercial|Heating,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Residential and Commercial|Heating|Cooking,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Residential and Commercial|Heating|Space,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Residential and Commercial|Heating|Water,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Residential and Commercial|Hydrogen,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Residential and Commercial|Lighting,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Residential and Commercial|Liquids,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Residential and Commercial|Ofice equipment,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Residential and Commercial|Other,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Residential and Commercial|Residential,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Residential and Commercial|Residential|Appliances,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Residential and Commercial|Residential|Cooling,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Residential and Commercial|Residential|Electricity,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Residential and Commercial|Residential|Gases,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Residential and Commercial|Residential|Heat,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Residential and Commercial|Residential|Heating,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Residential and Commercial|Residential|Heating|Cooking,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Residential and Commercial|Residential|Heating|Space,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Residential and Commercial|Residential|Heating|Water,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Residential and Commercial|Residential|Hydrogen,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Residential and Commercial|Residential|Lighting,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Residential and Commercial|Residential|Liquids,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Residential and Commercial|Residential|Ofice equipment,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Residential and Commercial|Residential|Other,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Residential and Commercial|Residential|Solids,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Residential and Commercial|Residential|Solids|Biomass,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Residential and Commercial|Residential|Solids|Biomass|Traditional,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Residential and Commercial|Residential|Solids|Coal,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Residential and Commercial|Solids,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Residential and Commercial|Solids|Biomass,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Residential and Commercial|Solids|Biomass|Traditional,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Other,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Other|Electricity,EJ/yr,fe_sector_clean
GCAM 7.0,Final Energy|Solar,EJ/yr,fe_sector_clean
