Year,State Code,Producer Type,Fuel Source,Generators,Facilities,Nameplate Capacity (Megawatts),Summer Capacity (Megawatts)
2011,NC,"Electric Generators, Independent Power Producers",All Sources,82,32,"1,361.00","1,067.80"
2011,NC,"Electric Generators, Independent Power Producers",Hydroelectric,15,6,14.7,14.7
2011,NC,"Electric Generators, Independent Power Producers",Natural Gas,6,1,"1,192.00",924.6
2011,NC,"Electric Generators, Independent Power Producers",Other Biomass,39,10,47.3,38.5
2011,NC,"Electric Generators, Independent Power Producers",Petroleum,2,2,1.8,1.5
2011,NC,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,19,12,55.2,40.5
2011,NC,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,1,1,50,48
2011,NC,Industrial Power,All Sources,64,16,627.3,614.5
2011,NC,Industrial Power,Coal,7,2,75,77.5
2011,NC,Industrial Power,Hydroelectric,10,3,156.6,154
2011,NC,Industrial Power,Natural Gas,3,1,52.5,45
2011,NC,Industrial Power,Other,1,1,50.4,50
2011,NC,Industrial Power,Petroleum,33,5,46.7,44.6
2011,NC,Industrial Power,Wood and Wood Derived Fuels,10,4,246.1,243.4
2011,NC,Total Electric Power Industry,All Sources,440,158,"31,202.10","28,458.60"
2011,NC,Total Electric Power Industry,Coal,50,21,"12,525.50","12,250.80"
2011,NC,Total Electric Power Industry,Hydroelectric,105,40,"1,856.00","1,964.30"
2011,NC,Total Electric Power Industry,Natural Gas,86,15,"9,912.10","8,026.30"
2011,NC,Total Electric Power Industry,Nuclear,5,3,"5,394.70","4,970.00"
2011,NC,Total Electric Power Industry,Other,1,1,50.4,50
2011,NC,Total Electric Power Industry,Other Biomass,42,11,50.2,41.4
2011,NC,Total Electric Power Industry,Petroleum,113,52,716.1,543.7
2011,NC,Total Electric Power Industry,Pumped Storage,1,1,95,86
2011,NC,Total Electric Power Industry,Solar Thermal and Photovoltaic,22,15,59.4,44.7
2011,NC,Total Electric Power Industry,Wood and Wood Derived Fuels,15,8,542.7,481.4
2011,ND,Commercial Power,All Sources,2,2,3.5,3.5
2011,ND,Commercial Power,Petroleum,2,2,3.5,3.5
2011,ND,"Electric Generators, Electric Utilities",All Sources,51,22,"5,243.80","4,907.90"
2011,ND,"Electric Generators, Electric Utilities",Coal,12,7,"4,224.60","4,126.00"
2011,ND,"Electric Generators, Electric Utilities",Hydroelectric,5,1,614,508
2011,ND,"Electric Generators, Electric Utilities",Natural Gas,2,1,10,9.6
2011,ND,"Electric Generators, Electric Utilities",Other,1,1,5.3,5.3
2011,ND,"Electric Generators, Electric Utilities",Petroleum,23,7,73,68.9
2011,ND,"Electric Generators, Electric Utilities",Wind,8,7,316.9,190.1
2011,ND,"Electric Generators, Independent Power Producers",All Sources,16,14,"1,232.80","1,232.80"
2011,ND,"Electric Generators, Independent Power Producers",Wind,16,14,"1,232.80","1,232.80"
2011,ND,Industrial Power,All Sources,8,5,38.6,39.5
2011,ND,Industrial Power,Coal,3,3,21.3,21.3
2011,ND,Industrial Power,Other Biomass,2,1,9.8,9.8
2011,ND,Industrial Power,Other Gases,3,1,7.5,8.4
2011,ND,Total Electric Power Industry,All Sources,77,43,"6,518.70","6,183.70"
2011,ND,Total Electric Power Industry,Coal,15,10,"4,245.90","4,147.30"
2011,ND,Total Electric Power Industry,Hydroelectric,5,1,614,508
2011,ND,Total Electric Power Industry,Natural Gas,2,1,10,9.6
2011,ND,Total Electric Power Industry,Other,1,1,5.3,5.3
2011,ND,Total Electric Power Industry,Other Biomass,2,1,9.8,9.8
2011,ND,Total Electric Power Industry,Other Gases,3,1,7.5,8.4
2011,ND,Total Electric Power Industry,Petroleum,25,9,76.5,72.4
2011,ND,Total Electric Power Industry,Wind,24,21,"1,549.70","1,422.90"
2011,NE,Commercial Power,All Sources,6,2,4.5,4.5
2011,NE,Commercial Power,Other Biomass,6,2,4.5,4.5
2011,NE,"Electric Generators, Electric Utilities",All Sources,275,81,"8,403.50","7,834.00"
2011,NE,"Electric Generators, Electric Utilities",Coal,17,7,"4,189.70","4,086.30"
2011,NE,"Electric Generators, Electric Utilities",Hydroelectric,22,11,332.3,278.2
2011,NE,"Electric Generators, Electric Utilities",Natural Gas,118,33,"2,080.40","1,784.30"
2011,NE,"Electric Generators, Electric Utilities",Nuclear,2,2,"1,303.00","1,244.50"
2011,NE,"Electric Generators, Electric Utilities",Other Biomass,8,1,6.4,6.4
2011,NE,"Electric Generators, Electric Utilities",Petroleum,104,39,420.6,363.2
2011,NE,"Electric Generators, Electric Utilities",Wind,4,3,71.1,71.1
2011,NE,"Electric Generators, Independent Power Producers",All Sources,4,4,261.4,261.4
2011,NE,"Electric Generators, Independent Power Producers",Wind,4,4,261.4,261.4
2011,NE,Industrial Power,All Sources,3,3,84.3,73.9
2011,NE,Industrial Power,Coal,3,3,84.3,73.9
2011,NE,Total Electric Power Industry,All Sources,288,90,"8,753.70","8,173.80"
2011,NE,Total Electric Power Industry,Coal,20,10,"4,274.00","4,160.20"
2011,NE,Total Electric Power Industry,Hydroelectric,22,11,332.3,278.2
2011,NE,Total Electric Power Industry,Natural Gas,118,33,"2,080.40","1,784.30"
2011,NE,Total Electric Power Industry,Nuclear,2,2,"1,303.00","1,244.50"
2011,NE,Total Electric Power Industry,Other Biomass,14,3,10.9,10.9
2011,NE,Total Electric Power Industry,Petroleum,104,39,420.6,363.2
2011,NE,Total Electric Power Industry,Wind,8,7,332.5,332.5
2011,NH,Commercial Power,All Sources,8,3,11.9,11.9
2011,NH,Commercial Power,Petroleum,8,3,11.9,11.9
2011,NH,"Electric Generators, Electric Utilities",All Sources,30,13,"1,183.40","1,133.70"
2011,NH,"Electric Generators, Electric Utilities",Coal,4,2,559.2,546.3
2011,NH,"Electric Generators, Electric Utilities",Hydroelectric,19,8,65.2,62
2011,NH,"Electric Generators, Electric Utilities",Petroleum,6,5,509,482.3
2011,NH,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,1,1,50,43.1
2011,NH,"Electric Generators, Independent Power Producers",All Sources,96,39,"3,280.80","3,017.30"
2011,NH,"Electric Generators, Independent Power Producers",Hydroelectric,71,25,378.8,430.6
2011,NH,"Electric Generators, Independent Power Producers",Natural Gas,6,2,"1,505.50","1,203.00"
2011,NH,"Electric Generators, Independent Power Producers",Nuclear,1,1,"1,242.00","1,246.20"
2011,NH,"Electric Generators, Independent Power Producers",Other Biomass,12,5,32.1,29.4
2011,NH,"Electric Generators, Independent Power Producers",Wind,1,1,24,24
2011,NH,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,5,5,98.4,84.1
2011,NH,Industrial Power,All Sources,15,4,13.6,10.8
2011,NH,Industrial Power,Hydroelectric,3,2,2.3,0.7
2011,NH,Industrial Power,Natural Gas,1,1,5,3.8
2011,NH,Industrial Power,Petroleum,9,3,5,5
2011,NH,Industrial Power,Wood and Wood Derived Fuels,2,1,1.3,1.3
2011,NH,Total Electric Power Industry,All Sources,149,59,"4,489.70","4,173.70"
2011,NH,Total Electric Power Industry,Coal,4,2,559.2,546.3
2011,NH,Total Electric Power Industry,Hydroelectric,93,35,446.3,493.3
2011,NH,Total Electric Power Industry,Natural Gas,7,3,"1,510.50","1,206.80"
2011,NH,Total Electric Power Industry,Nuclear,1,1,"1,242.00","1,246.20"
2011,NH,Total Electric Power Industry,Other Biomass,12,5,32.1,29.4
2011,NH,Total Electric Power Industry,Petroleum,23,11,525.9,499.2
2011,NH,Total Electric Power Industry,Wind,1,1,24,24
2011,NH,Total Electric Power Industry,Wood and Wood Derived Fuels,8,7,149.7,128.5
2011,NJ,"Combined Heat and Power, Electric Power",All Sources,39,13,"2,554.80","2,198.10"
2011,NJ,"Combined Heat and Power, Electric Power",Coal,2,2,527.3,481
2011,NJ,"Combined Heat and Power, Electric Power",Natural Gas,34,10,"2,005.00","1,698.30"
2011,NJ,"Combined Heat and Power, Electric Power",Other Biomass,3,1,22.5,18.8
2011,NJ,Commercial Power,All Sources,38,16,106.9,92.3
2011,NJ,Commercial Power,Natural Gas,6,4,24.7,18.1
2011,NJ,Commercial Power,Other Biomass,16,7,65.9,57.9
2011,NJ,Commercial Power,Petroleum,4,1,6,6
2011,NJ,Commercial Power,Solar Thermal and Photovoltaic,12,6,10.3,10.3
2011,NJ,"Electric Generators, Electric Utilities",All Sources,15,13,529.2,473.2
2011,NJ,"Electric Generators, Electric Utilities",Petroleum,2,2,52,49
2011,NJ,"Electric Generators, Electric Utilities",Pumped Storage,3,1,453,400
2011,NJ,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,10,10,24.2,24.2
2011,NJ,"Electric Generators, Independent Power Producers",All Sources,221,74,"16,369.30","15,497.60"
2011,NJ,"Electric Generators, Independent Power Producers",Coal,5,3,"1,611.70","1,519.90"
2011,NJ,"Electric Generators, Independent Power Producers",Hydroelectric,7,2,13.2,5.4
2011,NJ,"Electric Generators, Independent Power Producers",Natural Gas,109,22,"9,113.80","8,276.10"
2011,NJ,"Electric Generators, Independent Power Producers",Nuclear,4,3,"4,060.00","4,112.70"
2011,NJ,"Electric Generators, Independent Power Producers",Other Biomass,24,9,156.4,132.9
2011,NJ,"Electric Generators, Independent Power Producers",Petroleum,31,11,"1,295.60","1,325.90"
2011,NJ,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,40,29,111.1,117.2
2011,NJ,"Electric Generators, Independent Power Producers",Wind,1,1,7.5,7.5
2011,NJ,Industrial Power,All Sources,18,10,133,112.7
2011,NJ,Industrial Power,Natural Gas,16,8,120.8,100.5
2011,NJ,Industrial Power,Other,1,1,11.2,11.2
2011,NJ,Industrial Power,Solar Thermal and Photovoltaic,1,1,1,1
2011,NJ,Total Electric Power Industry,All Sources,331,126,"19,693.20","18,373.90"
2011,NJ,Total Electric Power Industry,Coal,7,5,"2,139.00","2,000.90"
2011,NJ,Total Electric Power Industry,Hydroelectric,7,2,13.2,5.4
2011,NJ,Total Electric Power Industry,Natural Gas,165,44,"11,264.30","10,093.00"
2011,NJ,Total Electric Power Industry,Nuclear,4,3,"4,060.00","4,112.70"
2011,NJ,Total Electric Power Industry,Other,1,1,11.2,11.2
2011,NJ,Total Electric Power Industry,Other Biomass,43,17,244.8,209.6
2011,NJ,Total Electric Power Industry,Petroleum,37,14,"1,353.60","1,380.90"
2011,NJ,Total Electric Power Industry,Pumped Storage,3,1,453,400
2011,NJ,Total Electric Power Industry,Solar Thermal and Photovoltaic,63,46,146.6,152.7
2011,NJ,Total Electric Power Industry,Wind,1,1,7.5,7.5
2011,NM,"Combined Heat and Power, Electric Power",All Sources,8,2,128.2,128
2011,NM,"Combined Heat and Power, Electric Power",Natural Gas,4,1,121.6,121.6
2011,NM,"Combined Heat and Power, Electric Power",Other Biomass,4,1,6.6,6.4
2011,NM,Commercial Power,All Sources,6,5,14.9,13.3
2011,NM,Commercial Power,Natural Gas,3,2,12.8,11.2
2011,NM,Commercial Power,Solar Thermal and Photovoltaic,2,2,0.6,0.6
2011,NM,Commercial Power,Wind,1,1,1.5,1.5
2011,NM,"Electric Generators, Electric Utilities",All Sources,57,21,"7,005.90","6,321.30"
2011,NM,"Electric Generators, Electric Utilities",Coal,10,3,"4,374.60","3,990.00"
2011,NM,"Electric Generators, Electric Utilities",Hydroelectric,10,5,81.7,82.9
2011,NM,"Electric Generators, Electric Utilities",Natural Gas,36,13,"2,549.10","2,247.90"
2011,NM,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,1,1,0.5,0.5
2011,NM,"Electric Generators, Independent Power Producers",All Sources,29,26,"1,888.60","1,689.40"
2011,NM,"Electric Generators, Independent Power Producers",Natural Gas,5,3,"1,009.50",810.3
2011,NM,"Electric Generators, Independent Power Producers",Petroleum,1,1,2,2
2011,NM,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,14,14,128.4,128.4
2011,NM,"Electric Generators, Independent Power Producers",Wind,9,8,748.7,748.7
2011,NM,Industrial Power,All Sources,22,4,107.8,102.1
2011,NM,Industrial Power,Natural Gas,19,3,105.4,99.7
2011,NM,Industrial Power,Petroleum,3,1,2.4,2.4
2011,NM,Total Electric Power Industry,All Sources,122,58,"9,145.40","8,254.10"
2011,NM,Total Electric Power Industry,Coal,10,3,"4,374.60","3,990.00"
2011,NM,Total Electric Power Industry,Hydroelectric,10,5,81.7,82.9
2011,NM,Total Electric Power Industry,Natural Gas,67,22,"3,798.40","3,290.70"
2011,NM,Total Electric Power Industry,Other Biomass,4,1,6.6,6.4
2011,NM,Total Electric Power Industry,Petroleum,4,2,4.4,4.4
2011,NM,Total Electric Power Industry,Solar Thermal and Photovoltaic,17,17,129.5,129.5
2011,NM,Total Electric Power Industry,Wind,10,9,750.2,750.2
2011,NV,"Combined Heat and Power, Electric Power",All Sources,11,3,319.8,271
2011,NV,"Combined Heat and Power, Electric Power",Natural Gas,11,3,319.8,271
2011,NV,Commercial Power,All Sources,5,2,22.6,22
2011,NV,Commercial Power,Natural Gas,2,1,8.6,8
2011,NV,Commercial Power,Solar Thermal and Photovoltaic,3,1,14,14
2011,NV,"Electric Generators, Electric Utilities",All Sources,75,16,"10,231.30","8,938.60"
2011,NV,"Electric Generators, Electric Utilities",Coal,8,3,"2,840.00","2,655.00"
2011,NV,"Electric Generators, Electric Utilities",Hydroelectric,13,3,"1,043.60","1,043.30"
2011,NV,"Electric Generators, Electric Utilities",Natural Gas,49,8,"6,336.30","5,228.90"
2011,NV,"Electric Generators, Electric Utilities",Petroleum,5,2,11.4,11.4
2011,NV,"Electric Generators, Independent Power Producers",All Sources,90,31,"2,824.30","2,303.10"
2011,NV,"Electric Generators, Independent Power Producers",Coal,1,1,242,218.4
2011,NV,"Electric Generators, Independent Power Producers",Geothermal,57,18,470.5,318.2
2011,NV,"Electric Generators, Independent Power Producers",Hydroelectric,4,3,8.6,8.1
2011,NV,"Electric Generators, Independent Power Producers",Natural Gas,21,6,"1,969.50","1,636.40"
2011,NV,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,7,3,133.7,122
2011,NV,Industrial Power,All Sources,15,1,118.6,111.6
2011,NV,Industrial Power,Natural Gas,14,1,117.6,110.6
2011,NV,Industrial Power,Solar Thermal and Photovoltaic,1,1,1,1
2011,NV,Total Electric Power Industry,All Sources,196,53,"13,516.60","11,646.30"
2011,NV,Total Electric Power Industry,Coal,9,4,"3,082.00","2,873.40"
2011,NV,Total Electric Power Industry,Geothermal,57,18,470.5,318.2
2011,NV,Total Electric Power Industry,Hydroelectric,17,6,"1,052.20","1,051.40"
2011,NV,Total Electric Power Industry,Natural Gas,97,19,"8,751.80","7,254.90"
2011,NV,Total Electric Power Industry,Petroleum,5,2,11.4,11.4
2011,NV,Total Electric Power Industry,Solar Thermal and Photovoltaic,11,5,148.7,137
2011,NY,"Combined Heat and Power, Electric Power",All Sources,59,25,"3,993.50","3,471.70"
2011,NY,"Combined Heat and Power, Electric Power",Coal,3,2,176.1,157.8
2011,NY,"Combined Heat and Power, Electric Power",Natural Gas,51,20,"3,735.80","3,250.40"
2011,NY,"Combined Heat and Power, Electric Power",Other Biomass,3,2,59.2,43.2
2011,NY,"Combined Heat and Power, Electric Power",Petroleum,1,1,1.3,1.3
2011,NY,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,1,1,21.1,19
2011,NY,Commercial Power,All Sources,55,16,192.2,165.4
2011,NY,Commercial Power,Hydroelectric,2,1,1.9,1.6
2011,NY,Commercial Power,Natural Gas,33,12,127.2,112
2011,NY,Commercial Power,Other Biomass,3,2,43.1,33.4
2011,NY,Commercial Power,Petroleum,17,5,20,18.4
2011,NY,"Electric Generators, Electric Utilities",All Sources,211,65,"11,482.20","11,022.30"
2011,NY,"Electric Generators, Electric Utilities",Coal,2,1,49,45
2011,NY,"Electric Generators, Electric Utilities",Hydroelectric,83,24,"3,562.20","3,361.80"
2011,NY,"Electric Generators, Electric Utilities",Natural Gas,56,22,"4,932.40","4,688.10"
2011,NY,"Electric Generators, Electric Utilities",Petroleum,54,24,"1,698.60","1,527.40"
2011,NY,"Electric Generators, Electric Utilities",Pumped Storage,16,2,"1,240.00","1,400.00"
2011,NY,"Electric Generators, Independent Power Producers",All Sources,588,220,"27,733.60","24,724.80"
2011,NY,"Electric Generators, Independent Power Producers",Coal,13,7,"2,595.30","2,480.40"
2011,NY,"Electric Generators, Independent Power Producers",Hydroelectric,284,127,"1,078.60",942.2
2011,NY,"Electric Generators, Independent Power Producers",Natural Gas,121,25,"12,587.60","10,722.40"
2011,NY,"Electric Generators, Independent Power Producers",Nuclear,6,5,"5,708.10","5,219.00"
2011,NY,"Electric Generators, Independent Power Producers",Other,2,2,28,28
2011,NY,"Electric Generators, Independent Power Producers",Other Biomass,97,26,313.1,286.7
2011,NY,"Electric Generators, Independent Power Producers",Petroleum,42,14,"3,916.80","3,548.60"
2011,NY,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,1,1,31.5,31.5
2011,NY,"Electric Generators, Independent Power Producers",Wind,20,17,"1,398.90","1,398.90"
2011,NY,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,2,2,75.7,67.1
2011,NY,Industrial Power,All Sources,35,11,254.9,244.6
2011,NY,Industrial Power,Coal,6,1,129.9,129.9
2011,NY,Industrial Power,Hydroelectric,12,4,14.3,13.5
2011,NY,Industrial Power,Natural Gas,13,5,38,35.6
2011,NY,Industrial Power,Petroleum,4,3,72.7,65.6
2011,NY,Total Electric Power Industry,All Sources,948,335,"43,656.40","39,628.80"
2011,NY,Total Electric Power Industry,Coal,24,11,"2,950.30","2,813.10"
2011,NY,Total Electric Power Industry,Hydroelectric,381,156,"4,657.00","4,319.10"
2011,NY,Total Electric Power Industry,Natural Gas,274,84,"21,421.00","18,808.50"
2011,NY,Total Electric Power Industry,Nuclear,6,5,"5,708.10","5,219.00"
2011,NY,Total Electric Power Industry,Other,2,2,28,28
2011,NY,Total Electric Power Industry,Other Biomass,103,30,415.4,363.3
2011,NY,Total Electric Power Industry,Petroleum,118,47,"5,709.40","5,161.30"
2011,NY,Total Electric Power Industry,Pumped Storage,16,2,"1,240.00","1,400.00"
2011,NY,Total Electric Power Industry,Solar Thermal and Photovoltaic,1,1,31.5,31.5
2011,NY,Total Electric Power Industry,Wind,20,17,"1,398.90","1,398.90"
2011,NY,Total Electric Power Industry,Wood and Wood Derived Fuels,3,3,96.8,86.1
2011,OH,"Combined Heat and Power, Electric Power",All Sources,11,4,132.3,113.6
2011,OH,"Combined Heat and Power, Electric Power",Natural Gas,7,1,26.1,23.4
2011,OH,"Combined Heat and Power, Electric Power",Other,1,1,67,53
2011,OH,"Combined Heat and Power, Electric Power",Other Gases,1,1,32,30
2011,OH,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,2,1,7.2,7.2
2011,OH,Commercial Power,All Sources,11,4,58,51.9
2011,OH,Commercial Power,Coal,3,2,3.3,1.2
2011,OH,Commercial Power,Natural Gas,3,1,45.3,41.6
2011,OH,Commercial Power,Petroleum,3,2,5.4,5.1
2011,OH,Commercial Power,Wood and Wood Derived Fuels,2,1,4,4
2011,OH,"Electric Generators, Electric Utilities",All Sources,266,76,"22,039.70","20,120.20"
2011,OH,"Electric Generators, Electric Utilities",Coal,58,17,"16,811.70","15,674.50"
2011,OH,"Electric Generators, Electric Utilities",Hydroelectric,15,5,128.6,101.5
2011,OH,"Electric Generators, Electric Utilities",Natural Gas,69,22,"4,447.10","3,759.10"
2011,OH,"Electric Generators, Electric Utilities",Petroleum,119,46,644,576.8
2011,OH,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,1,1,1.1,1.1
2011,OH,"Electric Generators, Electric Utilities",Wind,4,1,7.2,7.2
2011,OH,"Electric Generators, Independent Power Producers",All Sources,122,30,"13,715.20","12,706.50"
2011,OH,"Electric Generators, Independent Power Producers",Coal,22,8,"5,858.40","5,483.00"
2011,OH,"Electric Generators, Independent Power Producers",Natural Gas,32,7,"4,904.60","4,420.00"
2011,OH,"Electric Generators, Independent Power Producers",Nuclear,2,2,"2,236.80","2,134.00"
2011,OH,"Electric Generators, Independent Power Producers",Other Biomass,42,8,56.4,56.2
2011,OH,"Electric Generators, Independent Power Producers",Petroleum,21,11,487.2,442
2011,OH,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,2,2,21.8,21.3
2011,OH,"Electric Generators, Independent Power Producers",Wind,1,1,150,150
2011,OH,Industrial Power,All Sources,34,15,360,287.9
2011,OH,Industrial Power,Coal,14,6,108,92
2011,OH,Industrial Power,Other,1,1,67,47
2011,OH,Industrial Power,Other Biomass,3,2,2.2,2.1
2011,OH,Industrial Power,Other Gases,8,2,88.5,87.1
2011,OH,Industrial Power,Petroleum,1,1,6,6
2011,OH,Industrial Power,Wind,1,1,2.5,2.5
2011,OH,Industrial Power,Wood and Wood Derived Fuels,6,3,85.8,51.2
2011,OH,Total Electric Power Industry,All Sources,444,129,"36,305.20","33,280.10"
2011,OH,Total Electric Power Industry,Coal,97,33,"22,781.40","21,250.70"
2011,OH,Total Electric Power Industry,Hydroelectric,15,5,128.6,101.5
2011,OH,Total Electric Power Industry,Natural Gas,111,31,"9,423.10","8,244.10"
2011,OH,Total Electric Power Industry,Nuclear,2,2,"2,236.80","2,134.00"
2011,OH,Total Electric Power Industry,Other,2,2,134,100
2011,OH,Total Electric Power Industry,Other Biomass,45,10,58.6,58.3
2011,OH,Total Electric Power Industry,Other Gases,9,3,120.5,117.1
2011,OH,Total Electric Power Industry,Petroleum,144,60,"1,142.60","1,029.90"
2011,OH,Total Electric Power Industry,Solar Thermal and Photovoltaic,3,3,22.9,22.4
2011,OH,Total Electric Power Industry,Wind,6,3,159.7,159.7
2011,OH,Total Electric Power Industry,Wood and Wood Derived Fuels,10,5,97,62.4
2011,OK,"Combined Heat and Power, Electric Power",All Sources,4,2,472.4,431.4
2011,OK,"Combined Heat and Power, Electric Power",Coal,2,1,350,320
2011,OK,"Combined Heat and Power, Electric Power",Natural Gas,2,1,122.4,111.4
2011,OK,Commercial Power,All Sources,8,2,26.6,27
2011,OK,Commercial Power,Natural Gas,7,2,24.8,25.2
2011,OK,Commercial Power,Petroleum,1,1,1.8,1.8
2011,OK,"Electric Generators, Electric Utilities",All Sources,170,44,"18,174.70","16,487.40"
2011,OK,"Electric Generators, Electric Utilities",Coal,10,5,"5,380.00","4,918.00"
2011,OK,"Electric Generators, Electric Utilities",Hydroelectric,32,10,805.1,858.2
2011,OK,"Electric Generators, Electric Utilities",Natural Gas,91,22,"11,407.60","10,163.10"
2011,OK,"Electric Generators, Electric Utilities",Petroleum,29,12,72.8,66.9
2011,OK,"Electric Generators, Electric Utilities",Pumped Storage,6,1,288,260
2011,OK,"Electric Generators, Electric Utilities",Wind,2,2,221.2,221.2
2011,OK,"Electric Generators, Independent Power Producers",All Sources,39,19,"5,169.10","4,729.00"
2011,OK,"Electric Generators, Independent Power Producers",Natural Gas,22,5,"3,579.50","3,139.40"
2011,OK,"Electric Generators, Independent Power Producers",Wind,17,14,"1,589.60","1,589.60"
2011,OK,Industrial Power,All Sources,10,5,207.8,148.7
2011,OK,Industrial Power,Coal,3,1,114,68.5
2011,OK,Industrial Power,Natural Gas,3,1,8.4,6.2
2011,OK,Industrial Power,Other Biomass,1,1,16.8,15.6
2011,OK,Industrial Power,Petroleum,2,1,0.6,0.6
2011,OK,Industrial Power,Wood and Wood Derived Fuels,1,1,68,57.8
2011,OK,Total Electric Power Industry,All Sources,231,72,"24,050.60","21,823.50"
2011,OK,Total Electric Power Industry,Coal,15,7,"5,844.00","5,306.50"
2011,OK,Total Electric Power Industry,Hydroelectric,32,10,805.1,858.2
2011,OK,Total Electric Power Industry,Natural Gas,125,31,"15,142.70","13,445.30"
2011,OK,Total Electric Power Industry,Other Biomass,1,1,16.8,15.6
2011,OK,Total Electric Power Industry,Petroleum,32,14,75.2,69.3
2011,OK,Total Electric Power Industry,Pumped Storage,6,1,288,260
2011,OK,Total Electric Power Industry,Wind,19,16,"1,810.80","1,810.80"
2011,OK,Total Electric Power Industry,Wood and Wood Derived Fuels,1,1,68,57.8
2011,OR,"Combined Heat and Power, Electric Power",All Sources,9,4,"1,137.70",949.3
2011,OR,"Combined Heat and Power, Electric Power",Natural Gas,7,2,"1,122.70",934
2011,OR,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,2,2,15,15.3
2011,OR,Commercial Power,All Sources,4,2,9.7,8.7
2011,OR,Commercial Power,Natural Gas,2,1,6.5,5.7
2011,OR,Commercial Power,Other Biomass,2,1,3.2,3
2011,OR,"Electric Generators, Electric Utilities",All Sources,196,58,"10,990.50","10,891.50"
2011,OR,"Electric Generators, Electric Utilities",Coal,1,1,601,585
2011,OR,"Electric Generators, Electric Utilities",Hydroelectric,167,48,"8,172.60","8,360.20"
2011,OR,"Electric Generators, Electric Utilities",Natural Gas,15,5,"1,657.90","1,387.50"
2011,OR,"Electric Generators, Electric Utilities",Other Biomass,9,2,8.8,8.6
2011,OR,"Electric Generators, Electric Utilities",Wind,4,2,550.2,550.2
2011,OR,"Electric Generators, Independent Power Producers",All Sources,83,52,"2,608.60","2,495.80"
2011,OR,"Electric Generators, Independent Power Producers",Hydroelectric,25,15,68.8,59.6
2011,OR,"Electric Generators, Independent Power Producers",Natural Gas,7,2,807,715
2011,OR,"Electric Generators, Independent Power Producers",Other Biomass,16,4,25.9,24.3
2011,OR,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,2,2,2.6,2.6
2011,OR,"Electric Generators, Independent Power Producers",Wind,30,28,"1,664.30","1,657.80"
2011,OR,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,3,1,40,36.5
2011,OR,Industrial Power,All Sources,21,9,267.6,189.3
2011,OR,Industrial Power,Wood and Wood Derived Fuels,21,9,267.6,189.3
2011,OR,Total Electric Power Industry,All Sources,313,125,"15,014.10","14,534.60"
2011,OR,Total Electric Power Industry,Coal,1,1,601,585
2011,OR,Total Electric Power Industry,Hydroelectric,192,63,"8,241.40","8,419.80"
2011,OR,Total Electric Power Industry,Natural Gas,31,10,"3,594.10","3,042.20"
2011,OR,Total Electric Power Industry,Other Biomass,27,7,37.9,35.9
2011,OR,Total Electric Power Industry,Solar Thermal and Photovoltaic,2,2,2.6,2.6
2011,OR,Total Electric Power Industry,Wind,34,30,"2,214.50","2,208.00"
2011,OR,Total Electric Power Industry,Wood and Wood Derived Fuels,26,12,322.6,241.1
2011,PA,"Combined Heat and Power, Electric Power",All Sources,34,21,"2,047.20","1,811.30"
2011,PA,"Combined Heat and Power, Electric Power",Coal,10,9,760.6,699.5
2011,PA,"Combined Heat and Power, Electric Power",Natural Gas,16,6,"1,145.60",979.6
2011,PA,"Combined Heat and Power, Electric Power",Other Biomass,6,4,110.5,104
2011,PA,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,2,2,30.5,28.2
2011,PA,Commercial Power,All Sources,13,6,70.2,61.3
2011,PA,Commercial Power,Coal,2,1,4,0.7
2011,PA,Commercial Power,Natural Gas,6,2,30.3,28.8
2011,PA,Commercial Power,Other Biomass,3,2,34.6,30.5
2011,PA,Commercial Power,Solar Thermal and Photovoltaic,2,1,1.3,1.3
2011,PA,"Electric Generators, Electric Utilities",All Sources,23,4,470.4,455.4
2011,PA,"Electric Generators, Electric Utilities",Hydroelectric,16,2,439.2,425.1
2011,PA,"Electric Generators, Electric Utilities",Natural Gas,7,2,31.2,30.3
2011,PA,"Electric Generators, Independent Power Producers",All Sources,429,139,"46,689.20","42,922.00"
2011,PA,"Electric Generators, Independent Power Producers",Coal,50,23,"18,579.50","17,113.60"
2011,PA,"Electric Generators, Independent Power Producers",Hydroelectric,46,15,338.5,334.9
