# Data can be generated in 3 ways. 1. Using GCAM 3.0 assumptions 2. Using global average emissions
# coefficients based on CDIAC inventory and IEA energy balances or 3. Using region-specific average emissions coefficients based on CDIAC inventory and IEA energy balances
region,PrimaryFuelCO2Coef.name,PrimaryFuelCO2Coef
Pakistan,gas processing,14.2
Russia,gas processing,14.2
South Africa,gas processing,14.2
South America_Northern,gas processing,14.2
South America_Southern,gas processing,14.2
South Asia,gas processing,14.2
South Korea,gas processing,14.2
Southeast Asia,gas processing,14.2
Taiwan,gas processing,14.2
Argentina,gas processing,14.2
Colombia,gas processing,14.2
Austria,gas processing,14.2
Belgium,gas processing,14.2
Bulgaria,gas processing,14.2
Croatia,gas processing,14.2
Cyprus,gas processing,14.2
Czech Republic,gas processing,14.2
Denmark,gas processing,14.2
Estonia,gas processing,14.2
Finland,gas processing,14.2
France,gas processing,14.2
Germany,gas processing,14.2
Greece,gas processing,14.2
Hungary,gas processing,14.2
Ireland,gas processing,14.2
Italy,gas processing,14.2
Latvia,gas processing,14.2
Lithuania,gas processing,14.2
Luxembourg,gas processing,14.2
Malta,gas processing,14.2
Netherlands,gas processing,14.2
Poland,gas processing,14.2
Portugal,gas processing,14.2
Romania,gas processing,14.2
Slovakia,gas processing,14.2
Slovenia,gas processing,14.2
Spain,gas processing,14.2
Sweden,gas processing,14.2
Albania,gas processing,14.2
Belarus,gas processing,14.2
Bosnia and Herzegovina,gas processing,14.2
Iceland,gas processing,14.2
Macedonia,gas processing,14.2
Moldova,gas processing,14.2
Norway,gas processing,14.2
Serbia and Montenegro,gas processing,14.2
Switzerland,gas processing,14.2
Turkey,gas processing,14.2
UK,gas processing,14.2
Ukraine,gas processing,14.2
USA,gas pipeline,14.2
Africa_Eastern,gas pipeline,14.2
Africa_Northern,gas pipeline,14.2
Africa_Southern,gas pipeline,14.2
Africa_Western,gas pipeline,14.2
Australia_NZ,gas pipeline,14.2
Brazil,gas pipeline,14.2
Canada,gas pipeline,14.2
Central America and Caribbean,gas pipeline,14.2
Central Asia,gas pipeline,14.2
China,gas pipeline,14.2
India,gas pipeline,14.2
Indonesia,gas pipeline,14.2
Japan,gas pipeline,14.2
Mexico,gas pipeline,14.2
Middle East,gas pipeline,14.2
Pakistan,gas pipeline,14.2
Russia,gas pipeline,14.2
South Africa,gas pipeline,14.2
South America_Northern,gas pipeline,14.2
South America_Southern,gas pipeline,14.2
South Asia,gas pipeline,14.2
South Korea,gas pipeline,14.2
Southeast Asia,gas pipeline,14.2
Taiwan,gas pipeline,14.2
Argentina,gas pipeline,14.2
Colombia,gas pipeline,14.2
Austria,gas pipeline,14.2
Belgium,gas pipeline,14.2
Bulgaria,gas pipeline,14.2
Croatia,gas pipeline,14.2
Cyprus,gas pipeline,14.2
Czech Republic,gas pipeline,14.2
Denmark,gas pipeline,14.2
Estonia,gas pipeline,14.2
Finland,gas pipeline,14.2
France,gas pipeline,14.2
Germany,gas pipeline,14.2
Greece,gas pipeline,14.2
Hungary,gas pipeline,14.2
Ireland,gas pipeline,14.2
Italy,gas pipeline,14.2
Latvia,gas pipeline,14.2
Lithuania,gas pipeline,14.2
Luxembourg,gas pipeline,14.2
Malta,gas pipeline,14.2
Netherlands,gas pipeline,14.2
Poland,gas pipeline,14.2
Portugal,gas pipeline,14.2
Romania,gas pipeline,14.2
Slovakia,gas pipeline,14.2
Slovenia,gas pipeline,14.2
Spain,gas pipeline,14.2
Sweden,gas pipeline,14.2
Albania,gas pipeline,14.2
Belarus,gas pipeline,14.2
Bosnia and Herzegovina,gas pipeline,14.2
Iceland,gas pipeline,14.2
Macedonia,gas pipeline,14.2
Moldova,gas pipeline,14.2
Norway,gas pipeline,14.2
Serbia and Montenegro,gas pipeline,14.2
Switzerland,gas pipeline,14.2
Turkey,gas pipeline,14.2
UK,gas pipeline,14.2
Ukraine,gas pipeline,14.2
USA,wholesale gas,14.2
Africa_Eastern,wholesale gas,14.2
Africa_Northern,wholesale gas,14.2
Africa_Southern,wholesale gas,14.2
Africa_Western,wholesale gas,14.2
Australia_NZ,wholesale gas,14.2
Brazil,wholesale gas,14.2
Canada,wholesale gas,14.2
Central America and Caribbean,wholesale gas,14.2
Central Asia,wholesale gas,14.2
China,wholesale gas,14.2
India,wholesale gas,14.2
Indonesia,wholesale gas,14.2
Japan,wholesale gas,14.2
Mexico,wholesale gas,14.2
Middle East,wholesale gas,14.2
Pakistan,wholesale gas,14.2
Russia,wholesale gas,14.2
South Africa,wholesale gas,14.2
South America_Northern,wholesale gas,14.2
South America_Southern,wholesale gas,14.2
South Asia,wholesale gas,14.2
South Korea,wholesale gas,14.2
Southeast Asia,wholesale gas,14.2
Taiwan,wholesale gas,14.2
Argentina,wholesale gas,14.2
Colombia,wholesale gas,14.2
Austria,wholesale gas,14.2
Belgium,wholesale gas,14.2
Bulgaria,wholesale gas,14.2
Croatia,wholesale gas,14.2
Cyprus,wholesale gas,14.2
Czech Republic,wholesale gas,14.2
Denmark,wholesale gas,14.2
Estonia,wholesale gas,14.2
Finland,wholesale gas,14.2
France,wholesale gas,14.2
Germany,wholesale gas,14.2
Greece,wholesale gas,14.2
Hungary,wholesale gas,14.2
Ireland,wholesale gas,14.2
Italy,wholesale gas,14.2
Latvia,wholesale gas,14.2
Lithuania,wholesale gas,14.2
Luxembourg,wholesale gas,14.2
Malta,wholesale gas,14.2
Netherlands,wholesale gas,14.2
Poland,wholesale gas,14.2
Portugal,wholesale gas,14.2
Romania,wholesale gas,14.2
Slovakia,wholesale gas,14.2
Slovenia,wholesale gas,14.2
Spain,wholesale gas,14.2
Sweden,wholesale gas,14.2
Albania,wholesale gas,14.2
Belarus,wholesale gas,14.2
Bosnia and Herzegovina,wholesale gas,14.2
Iceland,wholesale gas,14.2
Macedonia,wholesale gas,14.2
Moldova,wholesale gas,14.2
Norway,wholesale gas,14.2
Serbia and Montenegro,wholesale gas,14.2
Switzerland,wholesale gas,14.2
Turkey,wholesale gas,14.2
UK,wholesale gas,14.2
Ukraine,wholesale gas,14.2
USA,delivered gas,14.2
Africa_Eastern,delivered gas,14.2
Africa_Northern,delivered gas,14.2
Africa_Southern,delivered gas,14.2
Africa_Western,delivered gas,14.2
Australia_NZ,delivered gas,14.2
Brazil,delivered gas,14.2
Canada,delivered gas,14.2
Central America and Caribbean,delivered gas,14.2
Central Asia,delivered gas,14.2
China,delivered gas,14.2
India,delivered gas,14.2
Indonesia,delivered gas,14.2
Japan,delivered gas,14.2
Mexico,delivered gas,14.2
Middle East,delivered gas,14.2
Pakistan,delivered gas,14.2
Russia,delivered gas,14.2
South Africa,delivered gas,14.2
South America_Northern,delivered gas,14.2
South America_Southern,delivered gas,14.2
South Asia,delivered gas,14.2
South Korea,delivered gas,14.2
Southeast Asia,delivered gas,14.2
Taiwan,delivered gas,14.2
Argentina,delivered gas,14.2
Colombia,delivered gas,14.2
Austria,delivered gas,14.2
Belgium,delivered gas,14.2
Bulgaria,delivered gas,14.2
Croatia,delivered gas,14.2
Cyprus,delivered gas,14.2
Czech Republic,delivered gas,14.2
Denmark,delivered gas,14.2
Estonia,delivered gas,14.2
Finland,delivered gas,14.2
France,delivered gas,14.2
Germany,delivered gas,14.2
Greece,delivered gas,14.2
Hungary,delivered gas,14.2
Ireland,delivered gas,14.2
Italy,delivered gas,14.2
Latvia,delivered gas,14.2
Lithuania,delivered gas,14.2
Luxembourg,delivered gas,14.2
Malta,delivered gas,14.2
Netherlands,delivered gas,14.2
Poland,delivered gas,14.2
Portugal,delivered gas,14.2
Romania,delivered gas,14.2
Slovakia,delivered gas,14.2
Slovenia,delivered gas,14.2
Spain,delivered gas,14.2
Sweden,delivered gas,14.2
Albania,delivered gas,14.2
Belarus,delivered gas,14.2
Bosnia and Herzegovina,delivered gas,14.2
Iceland,delivered gas,14.2
Macedonia,delivered gas,14.2
Moldova,delivered gas,14.2
Norway,delivered gas,14.2
Serbia and Montenegro,delivered gas,14.2
Switzerland,delivered gas,14.2
Turkey,delivered gas,14.2
UK,delivered gas,14.2
Ukraine,delivered gas,14.2
USA,delivered gas transport,14.2
Africa_Eastern,delivered gas transport,14.2
Africa_Northern,delivered gas transport,14.2
Africa_Southern,delivered gas transport,14.2
Africa_Western,delivered gas transport,14.2
Australia_NZ,delivered gas transport,14.2
Brazil,delivered gas transport,14.2
Canada,delivered gas transport,14.2
Central America and Caribbean,delivered gas transport,14.2
Central Asia,delivered gas transport,14.2
China,delivered gas transport,14.2
India,delivered gas transport,14.2
Indonesia,delivered gas transport,14.2
Japan,delivered gas transport,14.2
Mexico,delivered gas transport,14.2
Middle East,delivered gas transport,14.2
Pakistan,delivered gas transport,14.2
Russia,delivered gas transport,14.2
South Africa,delivered gas transport,14.2
South America_Northern,delivered gas transport,14.2
South America_Southern,delivered gas transport,14.2
South Asia,delivered gas transport,14.2
South Korea,delivered gas transport,14.2
Southeast Asia,delivered gas transport,14.2
Taiwan,delivered gas transport,14.2
Argentina,delivered gas transport,14.2
Colombia,delivered gas transport,14.2
Austria,delivered gas transport,14.2
Belgium,delivered gas transport,14.2
Bulgaria,delivered gas transport,14.2
Croatia,delivered gas transport,14.2
Cyprus,delivered gas transport,14.2
Czech Republic,delivered gas transport,14.2
Denmark,delivered gas transport,14.2
Estonia,delivered gas transport,14.2
Finland,delivered gas transport,14.2
France,delivered gas transport,14.2
Germany,delivered gas transport,14.2
Greece,delivered gas transport,14.2
Hungary,delivered gas transport,14.2
Ireland,delivered gas transport,14.2
Italy,delivered gas transport,14.2
Latvia,delivered gas transport,14.2
Lithuania,delivered gas transport,14.2
Luxembourg,delivered gas transport,14.2
Malta,delivered gas transport,14.2
Netherlands,delivered gas transport,14.2
Poland,delivered gas transport,14.2
Portugal,delivered gas transport,14.2
Romania,delivered gas transport,14.2
Slovakia,delivered gas transport,14.2
Slovenia,delivered gas transport,14.2
Spain,delivered gas transport,14.2
Sweden,delivered gas transport,14.2
Albania,delivered gas transport,14.2
Belarus,delivered gas transport,14.2
Bosnia and Herzegovina,delivered gas transport,14.2
Iceland,delivered gas transport,14.2
Macedonia,delivered gas transport,14.2
Moldova,delivered gas transport,14.2
Norway,delivered gas transport,14.2
Serbia and Montenegro,delivered gas transport,14.2
Switzerland,delivered gas transport,14.2
Turkey,delivered gas transport,14.2
UK,delivered gas transport,14.2
Ukraine,delivered gas transport,14.2
USA,crude oil,19.6
Africa_Eastern,crude oil,19.6
Africa_Northern,crude oil,19.6
Africa_Southern,crude oil,19.6
Africa_Western,crude oil,19.6
Australia_NZ,crude oil,19.6
Brazil,crude oil,19.6
Canada,crude oil,19.6
Central America and Caribbean,crude oil,19.6
Central Asia,crude oil,19.6
China,crude oil,19.6
India,crude oil,19.6
Indonesia,crude oil,19.6
Japan,crude oil,19.6
Mexico,crude oil,19.6
Middle East,crude oil,19.6
Pakistan,crude oil,19.6
Russia,crude oil,19.6
South Africa,crude oil,19.6
South America_Northern,crude oil,19.6
South America_Southern,crude oil,19.6
South Asia,crude oil,19.6
South Korea,crude oil,19.6
Southeast Asia,crude oil,19.6
Taiwan,crude oil,19.6
Argentina,crude oil,19.6
Colombia,crude oil,19.6
Austria,crude oil,19.6
Belgium,crude oil,19.6
Bulgaria,crude oil,19.6
Croatia,crude oil,19.6
Cyprus,crude oil,19.6
Czech Republic,crude oil,19.6
Denmark,crude oil,19.6
Estonia,crude oil,19.6
Finland,crude oil,19.6
France,crude oil,19.6
Germany,crude oil,19.6
Greece,crude oil,19.6
Hungary,crude oil,19.6
Ireland,crude oil,19.6
Italy,crude oil,19.6
Latvia,crude oil,19.6
Lithuania,crude oil,19.6
Luxembourg,crude oil,19.6
Malta,crude oil,19.6
Netherlands,crude oil,19.6
Poland,crude oil,19.6
Portugal,crude oil,19.6
Romania,crude oil,19.6
Slovakia,crude oil,19.6
Slovenia,crude oil,19.6
Spain,crude oil,19.6
Sweden,crude oil,19.6
Albania,crude oil,19.6
Belarus,crude oil,19.6
Bosnia and Herzegovina,crude oil,19.6
Iceland,crude oil,19.6
Macedonia,crude oil,19.6
Moldova,crude oil,19.6
Norway,crude oil,19.6
Serbia and Montenegro,crude oil,19.6
Switzerland,crude oil,19.6
Turkey,crude oil,19.6
UK,crude oil,19.6
Ukraine,crude oil,19.6
USA,regional oil,19.6
Africa_Eastern,regional oil,19.6
Africa_Northern,regional oil,19.6
Africa_Southern,regional oil,19.6
Africa_Western,regional oil,19.6
Australia_NZ,regional oil,19.6
Brazil,regional oil,19.6
Canada,regional oil,19.6
Central America and Caribbean,regional oil,19.6
Central Asia,regional oil,19.6
China,regional oil,19.6
India,regional oil,19.6
Indonesia,regional oil,19.6
Japan,regional oil,19.6
Mexico,regional oil,19.6
Middle East,regional oil,19.6
Pakistan,regional oil,19.6
Russia,regional oil,19.6
South Africa,regional oil,19.6
South America_Northern,regional oil,19.6
South America_Southern,regional oil,19.6
South Asia,regional oil,19.6
South Korea,regional oil,19.6
Southeast Asia,regional oil,19.6
Taiwan,regional oil,19.6
Argentina,regional oil,19.6
Colombia,regional oil,19.6
Austria,regional oil,19.6
Belgium,regional oil,19.6
Bulgaria,regional oil,19.6
Croatia,regional oil,19.6
Cyprus,regional oil,19.6
Czech Republic,regional oil,19.6
Denmark,regional oil,19.6
Estonia,regional oil,19.6
Finland,regional oil,19.6
France,regional oil,19.6
Germany,regional oil,19.6
Greece,regional oil,19.6
Hungary,regional oil,19.6
Ireland,regional oil,19.6
Italy,regional oil,19.6
Latvia,regional oil,19.6
Lithuania,regional oil,19.6
Luxembourg,regional oil,19.6
Malta,regional oil,19.6
Netherlands,regional oil,19.6
Poland,regional oil,19.6
Portugal,regional oil,19.6
Romania,regional oil,19.6
Slovakia,regional oil,19.6
Slovenia,regional oil,19.6
Spain,regional oil,19.6
Sweden,regional oil,19.6
Albania,regional oil,19.6
Belarus,regional oil,19.6
Bosnia and Herzegovina,regional oil,19.6
Iceland,regional oil,19.6
Macedonia,regional oil,19.6
Moldova,regional oil,19.6
Norway,regional oil,19.6
Serbia and Montenegro,regional oil,19.6
Switzerland,regional oil,19.6
Turkey,regional oil,19.6
UK,regional oil,19.6
Ukraine,regional oil,19.6
USA,refining,19.6
Africa_Eastern,refining,19.6
Africa_Northern,refining,19.6
Africa_Southern,refining,19.6
Africa_Western,refining,19.6
Australia_NZ,refining,19.6
Brazil,refining,19.6
Canada,refining,19.6
Central America and Caribbean,refining,19.6
Central Asia,refining,19.6
China,refining,19.6
India,refining,19.6
Indonesia,refining,19.6
Japan,refining,19.6
Mexico,refining,19.6
Middle East,refining,19.6
Pakistan,refining,19.6
Russia,refining,19.6
South Africa,refining,19.6
South America_Northern,refining,19.6
South America_Southern,refining,19.6
South Asia,refining,19.6
South Korea,refining,19.6
Southeast Asia,refining,19.6
Taiwan,refining,19.6
Argentina,refining,19.6
Colombia,refining,19.6
Austria,refining,19.6
Belgium,refining,19.6
Bulgaria,refining,19.6
Croatia,refining,19.6
Cyprus,refining,19.6
Czech Republic,refining,19.6
Denmark,refining,19.6
Estonia,refining,19.6
Finland,refining,19.6
France,refining,19.6
Germany,refining,19.6
Greece,refining,19.6
Hungary,refining,19.6
Ireland,refining,19.6
Italy,refining,19.6
Latvia,refining,19.6
Lithuania,refining,19.6
Luxembourg,refining,19.6
Malta,refining,19.6
Netherlands,refining,19.6
Poland,refining,19.6
Portugal,refining,19.6
Romania,refining,19.6
Slovakia,refining,19.6
Slovenia,refining,19.6
Spain,refining,19.6
Sweden,refining,19.6
Albania,refining,19.6
Belarus,refining,19.6
Bosnia and Herzegovina,refining,19.6
Iceland,refining,19.6
Macedonia,refining,19.6
Moldova,refining,19.6
Norway,refining,19.6
Serbia and Montenegro,refining,19.6
Switzerland,refining,19.6
Turkey,refining,19.6
UK,refining,19.6
Ukraine,refining,19.6
USA,refined liquids industrial,19.6
Africa_Eastern,refined liquids industrial,19.6
Africa_Northern,refined liquids industrial,19.6
Africa_Southern,refined liquids industrial,19.6
Africa_Western,refined liquids industrial,19.6
Australia_NZ,refined liquids industrial,19.6
Brazil,refined liquids industrial,19.6
Canada,refined liquids industrial,19.6
Central America and Caribbean,refined liquids industrial,19.6
Central Asia,refined liquids industrial,19.6
China,refined liquids industrial,19.6
India,refined liquids industrial,19.6
Indonesia,refined liquids industrial,19.6
Japan,refined liquids industrial,19.6
Mexico,refined liquids industrial,19.6
Middle East,refined liquids industrial,19.6
Pakistan,refined liquids industrial,19.6
Russia,refined liquids industrial,19.6
South Africa,refined liquids industrial,19.6
South America_Northern,refined liquids industrial,19.6
South America_Southern,refined liquids industrial,19.6
South Asia,refined liquids industrial,19.6
South Korea,refined liquids industrial,19.6
Southeast Asia,refined liquids industrial,19.6
Taiwan,refined liquids industrial,19.6
Argentina,refined liquids industrial,19.6
Colombia,refined liquids industrial,19.6
Austria,refined liquids industrial,19.6
Belgium,refined liquids industrial,19.6
Bulgaria,refined liquids industrial,19.6
Croatia,refined liquids industrial,19.6
Cyprus,refined liquids industrial,19.6
Czech Republic,refined liquids industrial,19.6
Denmark,refined liquids industrial,19.6
Estonia,refined liquids industrial,19.6
Finland,refined liquids industrial,19.6
France,refined liquids industrial,19.6
Germany,refined liquids industrial,19.6
Greece,refined liquids industrial,19.6
Hungary,refined liquids industrial,19.6
Ireland,refined liquids industrial,19.6
Italy,refined liquids industrial,19.6
Latvia,refined liquids industrial,19.6
Lithuania,refined liquids industrial,19.6
Luxembourg,refined liquids industrial,19.6
Malta,refined liquids industrial,19.6
Netherlands,refined liquids industrial,19.6
Poland,refined liquids industrial,19.6
Portugal,refined liquids industrial,19.6
Romania,refined liquids industrial,19.6
Slovakia,refined liquids industrial,19.6
Slovenia,refined liquids industrial,19.6
Spain,refined liquids industrial,19.6
Sweden,refined liquids industrial,19.6
Albania,refined liquids industrial,19.6
Belarus,refined liquids industrial,19.6
Bosnia and Herzegovina,refined liquids industrial,19.6
Iceland,refined liquids industrial,19.6
Macedonia,refined liquids industrial,19.6
Moldova,refined liquids industrial,19.6
Norway,refined liquids industrial,19.6
Serbia and Montenegro,refined liquids industrial,19.6
Switzerland,refined liquids industrial,19.6
Turkey,refined liquids industrial,19.6
UK,refined liquids industrial,19.6
Ukraine,refined liquids industrial,19.6
USA,refined liquids enduse,19.6
Africa_Eastern,refined liquids enduse,19.6
Africa_Northern,refined liquids enduse,19.6
Africa_Southern,refined liquids enduse,19.6
Africa_Western,refined liquids enduse,19.6
Australia_NZ,refined liquids enduse,19.6
Brazil,refined liquids enduse,19.6
Canada,refined liquids enduse,19.6
Central America and Caribbean,refined liquids enduse,19.6
Central Asia,refined liquids enduse,19.6
China,refined liquids enduse,19.6
India,refined liquids enduse,19.6
Indonesia,refined liquids enduse,19.6
Japan,refined liquids enduse,19.6
Mexico,refined liquids enduse,19.6
Middle East,refined liquids enduse,19.6
Pakistan,refined liquids enduse,19.6
Russia,refined liquids enduse,19.6
South Africa,refined liquids enduse,19.6
South America_Northern,refined liquids enduse,19.6
South America_Southern,refined liquids enduse,19.6
South Asia,refined liquids enduse,19.6
South Korea,refined liquids enduse,19.6
Southeast Asia,refined liquids enduse,19.6
Taiwan,refined liquids enduse,19.6
Argentina,refined liquids enduse,19.6
Colombia,refined liquids enduse,19.6
Austria,refined liquids enduse,19.6
Belgium,refined liquids enduse,19.6
Bulgaria,refined liquids enduse,19.6
Croatia,refined liquids enduse,19.6
Cyprus,refined liquids enduse,19.6
Czech Republic,refined liquids enduse,19.6
Denmark,refined liquids enduse,19.6
Estonia,refined liquids enduse,19.6
Finland,refined liquids enduse,19.6
France,refined liquids enduse,19.6
Germany,refined liquids enduse,19.6
Greece,refined liquids enduse,19.6
Hungary,refined liquids enduse,19.6
Ireland,refined liquids enduse,19.6
Italy,refined liquids enduse,19.6
Latvia,refined liquids enduse,19.6
Lithuania,refined liquids enduse,19.6
Luxembourg,refined liquids enduse,19.6
Malta,refined liquids enduse,19.6
Netherlands,refined liquids enduse,19.6
Poland,refined liquids enduse,19.6
Portugal,refined liquids enduse,19.6
Romania,refined liquids enduse,19.6
Slovakia,refined liquids enduse,19.6
Slovenia,refined liquids enduse,19.6
Spain,refined liquids enduse,19.6
Sweden,refined liquids enduse,19.6
Albania,refined liquids enduse,19.6
Belarus,refined liquids enduse,19.6
Bosnia and Herzegovina,refined liquids enduse,19.6
Iceland,refined liquids enduse,19.6
Macedonia,refined liquids enduse,19.6
Moldova,refined liquids enduse,19.6
Norway,refined liquids enduse,19.6
Serbia and Montenegro,refined liquids enduse,19.6
Switzerland,refined liquids enduse,19.6
Turkey,refined liquids enduse,19.6
UK,refined liquids enduse,19.6
Ukraine,refined liquids enduse,19.6
USA,refined liquids transport,19.6
Africa_Eastern,refined liquids transport,19.6
Africa_Northern,refined liquids transport,19.6
Africa_Southern,refined liquids transport,19.6
Africa_Western,refined liquids transport,19.6
Australia_NZ,refined liquids transport,19.6
Brazil,refined liquids transport,19.6
Canada,refined liquids transport,19.6
Central America and Caribbean,refined liquids transport,19.6
Central Asia,refined liquids transport,19.6
China,refined liquids transport,19.6
India,refined liquids transport,19.6
Indonesia,refined liquids transport,19.6
Japan,refined liquids transport,19.6
Mexico,refined liquids transport,19.6
Middle East,refined liquids transport,19.6
Pakistan,refined liquids transport,19.6
Russia,refined liquids transport,19.6
South Africa,refined liquids transport,19.6
South America_Northern,refined liquids transport,19.6
South America_Southern,refined liquids transport,19.6
South Asia,refined liquids transport,19.6
South Korea,refined liquids transport,19.6
Southeast Asia,refined liquids transport,19.6
Taiwan,refined liquids transport,19.6
Argentina,refined liquids transport,19.6
Colombia,refined liquids transport,19.6
Austria,refined liquids transport,19.6
Belgium,refined liquids transport,19.6
Bulgaria,refined liquids transport,19.6
Croatia,refined liquids transport,19.6
Cyprus,refined liquids transport,19.6
Czech Republic,refined liquids transport,19.6
Denmark,refined liquids transport,19.6
Estonia,refined liquids transport,19.6
Finland,refined liquids transport,19.6
France,refined liquids transport,19.6
Germany,refined liquids transport,19.6
Greece,refined liquids transport,19.6
Hungary,refined liquids transport,19.6
Ireland,refined liquids transport,19.6
Italy,refined liquids transport,19.6
Latvia,refined liquids transport,19.6
Lithuania,refined liquids transport,19.6
Luxembourg,refined liquids transport,19.6
Malta,refined liquids transport,19.6
Netherlands,refined liquids transport,19.6
Poland,refined liquids transport,19.6
Portugal,refined liquids transport,19.6
Romania,refined liquids transport,19.6
Slovakia,refined liquids transport,19.6
Slovenia,refined liquids transport,19.6
Spain,refined liquids transport,19.6
Sweden,refined liquids transport,19.6
Albania,refined liquids transport,19.6
Belarus,refined liquids transport,19.6
Bosnia and Herzegovina,refined liquids transport,19.6
Iceland,refined liquids transport,19.6
Macedonia,refined liquids transport,19.6
Moldova,refined liquids transport,19.6
Norway,refined liquids transport,19.6
Serbia and Montenegro,refined liquids transport,19.6
Switzerland,refined liquids transport,19.6
Turkey,refined liquids transport,19.6
UK,refined liquids transport,19.6
Ukraine,refined liquids transport,19.6
USA,refined liquids bunkers,19.6
Africa_Eastern,refined liquids bunkers,19.6
Africa_Northern,refined liquids bunkers,19.6
Africa_Southern,refined liquids bunkers,19.6
Africa_Western,refined liquids bunkers,19.6
Australia_NZ,refined liquids bunkers,19.6
Brazil,refined liquids bunkers,19.6
Canada,refined liquids bunkers,19.6
Central America and Caribbean,refined liquids bunkers,19.6
Central Asia,refined liquids bunkers,19.6
China,refined liquids bunkers,19.6
India,refined liquids bunkers,19.6
Indonesia,refined liquids bunkers,19.6
Japan,refined liquids bunkers,19.6
Mexico,refined liquids bunkers,19.6
Middle East,refined liquids bunkers,19.6
Pakistan,refined liquids bunkers,19.6
Russia,refined liquids bunkers,19.6
South Africa,refined liquids bunkers,19.6
South America_Northern,refined liquids bunkers,19.6
South America_Southern,refined liquids bunkers,19.6
South Asia,refined liquids bunkers,19.6
South Korea,refined liquids bunkers,19.6
Southeast Asia,refined liquids bunkers,19.6
Taiwan,refined liquids bunkers,19.6
Argentina,refined liquids bunkers,19.6
Colombia,refined liquids bunkers,19.6
Austria,refined liquids bunkers,19.6
Belgium,refined liquids bunkers,19.6
Bulgaria,refined liquids bunkers,19.6
Croatia,refined liquids bunkers,19.6
Cyprus,refined liquids bunkers,19.6
Czech Republic,refined liquids bunkers,19.6
Denmark,refined liquids bunkers,19.6
Estonia,refined liquids bunkers,19.6
Finland,refined liquids bunkers,19.6
France,refined liquids bunkers,19.6
Germany,refined liquids bunkers,19.6
Greece,refined liquids bunkers,19.6
Hungary,refined liquids bunkers,19.6
Ireland,refined liquids bunkers,19.6
Italy,refined liquids bunkers,19.6
Latvia,refined liquids bunkers,19.6
Lithuania,refined liquids bunkers,19.6
Luxembourg,refined liquids bunkers,19.6
Malta,refined liquids bunkers,19.6
Netherlands,refined liquids bunkers,19.6
Poland,refined liquids bunkers,19.6
Portugal,refined liquids bunkers,19.6
Romania,refined liquids bunkers,19.6
Slovakia,refined liquids bunkers,19.6
Slovenia,refined liquids bunkers,19.6
Spain,refined liquids bunkers,19.6
Sweden,refined liquids bunkers,19.6
Albania,refined liquids bunkers,19.6
Belarus,refined liquids bunkers,19.6
Bosnia and Herzegovina,refined liquids bunkers,19.6
Iceland,refined liquids bunkers,19.6
Macedonia,refined liquids bunkers,19.6
Moldova,refined liquids bunkers,19.6
Norway,refined liquids bunkers,19.6
Serbia and Montenegro,refined liquids bunkers,19.6
Switzerland,refined liquids bunkers,19.6
Turkey,refined liquids bunkers,19.6
UK,refined liquids bunkers,19.6
Ukraine,refined liquids bunkers,19.6
USA,refined liquids bunkers av,19.6
Africa_Eastern,refined liquids bunkers av,19.6
Africa_Northern,refined liquids bunkers av,19.6
Africa_Southern,refined liquids bunkers av,19.6
Africa_Western,refined liquids bunkers av,19.6
Australia_NZ,refined liquids bunkers av,19.6
Brazil,refined liquids bunkers av,19.6
Canada,refined liquids bunkers av,19.6
Central America and Caribbean,refined liquids bunkers av,19.6
Central Asia,refined liquids bunkers av,19.6
China,refined liquids bunkers av,19.6
India,refined liquids bunkers av,19.6
Indonesia,refined liquids bunkers av,19.6
Japan,refined liquids bunkers av,19.6
Mexico,refined liquids bunkers av,19.6
Middle East,refined liquids bunkers av,19.6
Pakistan,refined liquids bunkers av,19.6
Russia,refined liquids bunkers av,19.6
South Africa,refined liquids bunkers av,19.6
South America_Northern,refined liquids bunkers av,19.6
South America_Southern,refined liquids bunkers av,19.6
South Asia,refined liquids bunkers av,19.6
South Korea,refined liquids bunkers av,19.6
Southeast Asia,refined liquids bunkers av,19.6
Taiwan,refined liquids bunkers av,19.6
Argentina,refined liquids bunkers av,19.6
Colombia,refined liquids bunkers av,19.6
Austria,refined liquids bunkers av,19.6
Belgium,refined liquids bunkers av,19.6
Bulgaria,refined liquids bunkers av,19.6
Croatia,refined liquids bunkers av,19.6
Cyprus,refined liquids bunkers av,19.6
Czech Republic,refined liquids bunkers av,19.6
Denmark,refined liquids bunkers av,19.6
Estonia,refined liquids bunkers av,19.6
Finland,refined liquids bunkers av,19.6
France,refined liquids bunkers av,19.6
Germany,refined liquids bunkers av,19.6
Greece,refined liquids bunkers av,19.6
Hungary,refined liquids bunkers av,19.6
Ireland,refined liquids bunkers av,19.6
Italy,refined liquids bunkers av,19.6
Latvia,refined liquids bunkers av,19.6
Lithuania,refined liquids bunkers av,19.6
Luxembourg,refined liquids bunkers av,19.6
Malta,refined liquids bunkers av,19.6
Netherlands,refined liquids bunkers av,19.6
Poland,refined liquids bunkers av,19.6
Portugal,refined liquids bunkers av,19.6
Romania,refined liquids bunkers av,19.6
Slovakia,refined liquids bunkers av,19.6
Slovenia,refined liquids bunkers av,19.6
Spain,refined liquids bunkers av,19.6
Sweden,refined liquids bunkers av,19.6
Albania,refined liquids bunkers av,19.6
Belarus,refined liquids bunkers av,19.6
Bosnia and Herzegovina,refined liquids bunkers av,19.6
